sentence_A,sentence_B,relatedness_score
There are no people flipping the tires of a tractor,Two people in a race are flipping the tires of a tractor,-0.44999999999999996
Two men in a race are flipping the tires of a tractor,Two men are competing in a tire rolling race,-0.3500000000000001
There are no people flipping the tires of a tractor,Two men are competing in a tire rolling race,0.30000000000000004
Two people in a race are flipping the tires of a tractor,Two men are racing in a tire rolling competition,-0.3999999999999999
Two people in a race are flipping the tires of a tractor,Two women are competing in a tire rolling race,-0.3999999999999999
Two men are competing in a tire rolling race,Two people in a race are flipping the tires of a tractor,-0.3999999999999999
An alligator is being patted on the mouth by a man,A man is patting an alligator on the mouth,-0.8999999999999999
There is no man patting an alligator on the mouth,A man is patting an alligator on the mouth,-0.30000000000000004
A person is dropping chopped vegetables into a pot on the stove,Chopped vegetables are being dropped into a pot on the stove by a person,-0.9500000000000002
A person is removing chopped vegetables from a pot on the stove,A person is dropping chopped vegetables into a pot on the stove,-0.25
Chopped vegetables are being dropped into a pot on the stove by a person,A man is patting an alligator on the mouth,1.0
A person is removing chopped vegetables from a pot on the stove,A man is patting an alligator on the mouth,1.0
An alligator is being patted on the mouth by a man,A person is dropping chopped vegetables into a pot on the stove,1.0
A person is dropping chopped vegetables into a pot on the stove,There is no man patting an alligator on the mouth,1.0
A man is patting an alligator on the mouth,A person is dropping chopped vegetables into a pot on the stove,1.0
The men are having a conversation,The men are talking,-0.7999999999999998
The men are not talking,The men are talking,-0.44999999999999996
Some old women are talking,Some women are talking,-0.7000000000000002
Some women are talking,Some women are not talking,-0.5499999999999998
The men are talking,Some old women are talking,0.0
Some women are not talking,The men are talking,0.25
Some women are talking,The men are having a conversation,0.55
The men are not talking,Some women are talking,-0.19999999999999996
The men are talking,Some women are talking,0.0
A man is playing the guitar,A man is playing an instrument,-0.7000000000000002
A woman is putting on lipstick,A woman is putting on makeup,-0.6000000000000001
A woman is putting on lipstick,There is no woman putting on lipstick,-0.7000000000000002
A woman is putting on makeup,A man is playing the guitar,1.0
There is no woman putting on lipstick,A man is playing the guitar,1.0
A man is playing an instrument,A woman is putting on lipstick,0.95
There is no man playing the guitar,A woman is putting on lipstick,1.0
A man is playing the guitar,A woman is putting on lipstick,1.0
A man is singing to a girl,A man is singing to a woman,-0.6000000000000001
There is no man singing to a woman,A man is singing to a woman,-0.10000000000000009
A man is phoning,A man is talking on the phone,-0.6499999999999999
A man is talking on the phone,A man is not talking on the phone,-0.19999999999999996
A man is phoning,A man is singing to a woman,0.65
A man is singing to a woman,A man is not talking on the phone,0.3999999999999999
A man is singing to a girl,A man is talking on the phone,0.44999999999999996
There is no man singing to a woman,A man is talking on the phone,0.55
A man is singing to a woman,A man is talking on the phone,0.5
A rhino is grazing in a field,A animal is grazing in a field,-0.8500000000000001
A rhino is grazing in a field,There is no rhino grazing in a field,-0.1499999999999999
The rhino is grazing on the grass,The rhino is being fed on the grass,-0.6749999999999998
The rhino is grazing on the grass,The rhino is not grazing on the grass,-0.1499999999999999
The rhino is being fed on the grass,A rhino is grazing in a field,-0.5
A rhino is grazing in a field,The rhino is not grazing on the grass,-0.6499999999999999
The rhino is grazing on the grass,A animal is grazing in a field,-0.5499999999999998
There is no rhino grazing in a field,The rhino is grazing on the grass,-0.25
A rhino is grazing in a field,The rhino is grazing on the grass,-0.7000000000000002
A couple is running towards the ocean,A couple is running towards the water,-0.7999999999999998
There is no couple running towards the ocean,A couple is running towards the ocean,-0.25
A man and a woman are running together and holding hands,A couple is running and holding hands,-0.7250000000000001
A man and a woman are running together and holding hands,A man and a woman are standing together and holding hands,-0.30000000000000004
A couple is running towards the ocean,A couple is running and holding hands,-0.25
A couple is running towards the ocean,A man and a woman are standing together and holding hands,0.30000000000000004
A couple is running towards the water,A man and a woman are running together and holding hands,-0.30000000000000004
A man and a woman are running together and holding hands,There is no couple running towards the ocean,0.19999999999999996
A man and a woman are running together and holding hands,A couple is running towards the ocean,-0.30000000000000004
A man is kicking a soccer ball,A man is kicking a ball,-0.8999999999999999
A man is punching a soccer ball,A man is kicking a soccer ball,-0.5
The content of a bowl is being mixed by a man,A man is mixing the content of a bowl,-1.0
A man is mixing the content of a bowl,A woman is mixing the content of a bowl,-0.3999999999999999
A man is kicking a soccer ball,The content of a bowl is being mixed by a man,1.0
A man is kicking a soccer ball,A woman is mixing the content of a bowl,1.0
A man is kicking a ball,A man is mixing the content of a bowl,0.95
A man is punching a soccer ball,A man is mixing the content of a bowl,0.9
A man is mixing the content of a bowl,A man is kicking a soccer ball,1.0
The boy is playing the piano,The boy is playing a musical instrument,-0.7999999999999998
The boy is playing the piano,The boy is not playing the piano,0.0
The woman is pouring oil into the pan,Oil is being poured into the pan by the woman,-1.0
The woman is not pouring oil into the pan,The woman is pouring oil into the pan,-0.25
Oil is being poured into the pan by the woman,The boy is playing the piano,1.0
The woman is not pouring oil into the pan,The boy is playing the piano,1.0
The woman is pouring oil into the pan,The boy is playing a musical instrument,1.0
The boy is not playing the piano,The woman is pouring oil into the pan,1.0
The woman is pouring oil into the pan,The boy is playing the piano,1.0
A girl is brushing her hair,A girl is combing her hair,-0.7174999999999998
There is no girl brushing her hair,A girl is brushing her hair,-0.75
A girl is brushing her hair,A girl is styling her hair,-0.5499999999999998
A girl is styling her hair,A boy is styling his hair,-0.19999999999999996
A girl is brushing her hair,A boy is styling his hair,-0.050000000000000044
A girl is combing her hair,A girl is styling her hair,-0.7999999999999998
There is no girl brushing her hair,A girl is styling her hair,-0.1499999999999999
A girl is styling her hair,A girl is brushing her hair,-0.6499999999999999
The doctors are healing a man,The doctors are reviving a man,-0.75
The doctors are reviving a man,The doctors are not reviving a man,-0.1499999999999999
The patient is being helped by the doctor,The doctor is helping the patient,-0.9500000000000002
The doctor is not helping the patient,The doctor is helping the patient,-0.19999999999999996
The doctor is helping the patient,The patient is helping the doctor,-0.10000000000000009
The patient is being helped by the doctor,The doctors are reviving a man,-0.44999999999999996
The doctor is not helping the patient,The doctors are reviving a man,-0.050000000000000044
The patient is helping the doctor,The doctors are reviving a man,0.6
The doctors are healing a man,The doctor is helping the patient,-0.6000000000000001
The doctor is helping the patient,The doctors are not reviving a man,-0.19999999999999996
The doctors are reviving a man,The doctor is helping the patient,-0.5
A woman is being massaged by a man,A man is massaging a woman,-0.9500000000000002
There is no man massaging a woman,A man is massaging a woman,-0.1499999999999999
A piece of wood is being screwed to a wall by a man,A man is screwing a piece of wood to a wall,-1.0
There is no man screwing a piece of wood to a wall,A man is screwing a piece of wood to a wall,-0.25
A piece of wood is being screwed to a wall by a man,A man is massaging a woman,0.95
A man is massaging a woman,There is no man screwing a piece of wood to a wall,0.95
A woman is being massaged by a man,A man is screwing a piece of wood to a wall,0.95
A man is screwing a piece of wood to a wall,There is no man massaging a woman,0.85
A man is massaging a woman,A man is screwing a piece of wood to a wall,0.85
There is no man playing a flute,A man is playing a flute,-0.25
A man is playing a flute,A guitar is being played by a man,0.3999999999999999
A man is playing a flute,There is no man playing a guitar,-0.25
A man is playing a guitar,A flute is being played by a man,0.10000000000000009
A man is playing a guitar,There is no man playing a flute,0.30000000000000004
A man is playing a flute,A man is playing a guitar,0.050000000000000044
There is no man driving a car,A man is driving a car,-0.3999999999999999
A man is riding a horse,A man is riding an animal,-0.7000000000000002
A man is riding a horse,There is no man riding a horse,-0.7000000000000002
A man is riding an animal,A man is driving a car,0.85
A man is driving a car,There is no man riding a horse,0.65
A man is riding a horse,A man is driving a vehicle,-0.25
A man is riding a horse,There is no man driving a car,0.75
A man is driving a car,A man is riding a horse,0.050000000000000044
A cat is crawling under a piece of furniture,An animal is crawling under a piece of furniture,-0.7000000000000002
A cat is not crawling under a piece of furniture,A cat is crawling under a piece of furniture,-0.3999999999999999
A cat is sliding upside down under a sofa,A cat is sliding upside down under a couch,-0.9500000000000002
There is no cat sliding upside down under a couch,A cat is sliding upside down under a couch,-0.7999999999999998
A cat is sliding upside down under a sofa,A cat is crawling under a piece of furniture,-0.25
A cat is crawling under a piece of furniture,There is no cat sliding upside down under a couch,-0.050000000000000044
A cat is sliding upside down under a couch,An animal is crawling under a piece of furniture,-0.5
A cat is sliding upside down under a couch,A cat is not crawling under a piece of furniture,-0.19999999999999996
A cat is crawling under a piece of furniture,A cat is sliding upside down under a couch,-0.3500000000000001
A woman is riding a horse,There is no woman riding a horse,-0.1499999999999999
A man is riding a horse,A horse is being ridden by a woman,-0.3075000000000001
A man is riding a horse,There is no woman riding a horse,-0.6499999999999999
A horse is being ridden by a man,A woman is riding a horse,-0.3999999999999999
There is no man riding a horse,A woman is riding a horse,-0.050000000000000044
A man is riding a horse,A woman is riding a horse,-0.3500000000000001
A man is emptying a container made of plastic,A man is emptying a plastic container,-0.9500000000000002
A man is emptying a plastic container,A man is filling a plastic container,-0.5
A container is being shaken over a sink in the kitchen by a man,A man is shaking a container over a sink in the kitchen,-0.9500000000000002
A man is shaking a container over a sink in the kitchen,There is no man shaking a container over a sink in the kitchen,-0.19999999999999996
A man is emptying a plastic container,A container is being shaken over a sink in the kitchen by a man,-0.25
There is no man shaking a container over a sink in the kitchen,A man is emptying a plastic container,-0.25
A man is shaking a container over a sink in the kitchen,A man is emptying a container made of plastic,-0.25
A man is shaking a container over a sink in the kitchen,A man is filling a plastic container,-0.050000000000000044
A man is shaking a container over a sink in the kitchen,A man is emptying a plastic container,-0.5
Some men are fighting,A group of men is fighting,-0.75
Some men are fighting,There are no men fighting,-0.44999999999999996
Two men are battling,Two men are fighting,-0.8999999999999999
Two men are not fighting,Two men are fighting,-0.5
Two men are battling,Some men are fighting,-0.6000000000000001
Two men are not fighting,Some men are fighting,-0.5
A group of men is fighting,Two men are fighting,-0.5
There are no men fighting,Two men are fighting,-0.19999999999999996
Two men are fighting,Some men are fighting,-0.7000000000000002
A couple of policewomen are singing karaoke,A couple of policewomen are singing,-0.6000000000000001
There is no policewoman singing at karaoke,A couple of policewomen are singing karaoke,-0.30000000000000004
Two women are happily dancing,Two women are dancing,-0.7999999999999998
Two women are dancing,Two women are not dancing,-0.1499999999999999
Two women are happily dancing,A couple of policewomen are singing karaoke,0.3999999999999999
A couple of policewomen are singing karaoke,Two women are not dancing,0.44999999999999996
A couple of policewomen are singing,Two women are dancing,0.65
Two women are dancing,There is no policewoman singing at karaoke,1.0
Two women are dancing,A couple of policewomen are singing karaoke,0.55
A horse is being ridden by a woman,A woman is riding a horse,-1.0
A woman is riding a horse,An animal is being ridden by a woman,-0.75
An animal is being ridden by a woman,A woman is riding a horse,-0.5499999999999998
A woman is riding a horse,A horse is being ridden by a woman,-1.0
A woman is riding a horse,A woman is not riding a horse,-0.3999999999999999
A hamster is singing,A small animal is singing,-0.7000000000000002
There is no hamster singing,A hamster is singing,-0.1499999999999999
Some onions are being cut by a person,A person is slicing some onions,-0.9500000000000002
A person is slicing some onions,A person is not slicing some onions,-0.1499999999999999
Some onions are being cut by a person,A hamster is singing,1.0
A person is not slicing some onions,A hamster is singing,1.0
A small animal is singing,A person is slicing some onions,1.0
There is no hamster singing,A person is slicing some onions,1.0
A person is slicing some onions,A hamster is singing,1.0
A man is playing a guitar,A guitar is being played by a man,-0.8999999999999999
A man is singing and playing a guitar,A man is performing with a guitar,-0.7999999999999998
There is no man singing and playing a guitar,A man is singing and playing a guitar,-0.25
A man is performing with a guitar,A man is playing a guitar,-0.7000000000000002
There is no man singing and playing a guitar,A man is playing a guitar,-0.10000000000000009
A man is singing and playing a guitar,A guitar is being played by a man,-0.75
A man is singing and playing a guitar,A man is playing a guitar,-0.7000000000000002
A man is driving a car,A car is being driven by a man,-0.8999999999999999
A man is driving a car,There is no man driving a car,-0.1499999999999999
A man is driving a car,A man is driving a vehicle,-0.8500000000000001
A car is being driven by a man,A man is driving a car,-0.9500000000000002
A boy is cutting grass with scissors,A kid is cutting grass with scissors,-0.75
There is no boy cutting grass with scissors,A boy is cutting grass with scissors,-0.25
The boy is cutting the grass by the curb with scissors,The boy is shortening the grass by the curb with scissors,-0.8999999999999999
The boy is cutting the grass by the curb with scissors,The boy is not cutting the grass by the curb with scissors,-0.3999999999999999
The boy is shortening the grass by the curb with scissors,A boy is cutting grass with scissors,-0.75
The boy is not cutting the grass by the curb with scissors,A boy is cutting grass with scissors,-0.5
The boy is cutting the grass by the curb with scissors,A kid is cutting grass with scissors,-0.7000000000000002
The boy is cutting the grass by the curb with scissors,There is no boy cutting grass with scissors,-0.5499999999999998
The boy is cutting the grass by the curb with scissors,A boy is cutting grass with scissors,-0.7999999999999998
A violin is being played by a man,A man is playing a violin,-1.0
A man is playing a violin,There is no man playing a violin,-0.3999999999999999
The baby is laughing and crawling,The baby is laughing and toddling,-0.6000000000000001
The baby is not laughing and crawling,The baby is laughing and crawling,-0.30000000000000004
A man is playing a violin,The baby is laughing and toddling,0.95
A man is playing a violin,The baby is not laughing and crawling,1.0
The baby is laughing and crawling,A violin is being played by a man,1.0
There is no man playing a violin,The baby is laughing and crawling,0.95
A man is playing a violin,The baby is laughing and crawling,0.95
A man is playing a harp,A harp is being played by a man,-0.9500000000000002
There is no man playing a harp,A man is playing a harp,-0.3500000000000001
A keyboard is being played by a man,A man is playing a keyboard,-1.0
A keyboard is being played by a man,A man is playing a harp,0.30000000000000004
There is no man playing a keyboard,A man is playing a harp,0.10000000000000009
A harp is being played by a man,A man is playing a keyboard,-0.050000000000000044
A man is playing a keyboard,There is no man playing a harp,-0.1499999999999999
A man is playing a harp,A man is playing a keyboard,-0.10000000000000009
A man is cutting a cord with a sword,A man is cutting a rope with a sword,-0.75
There is no man cutting a rope with a sword,A man is cutting a rope with a sword,0.25
A man is cutting a big rope with a sword,A man is cutting a thick rope with a sword,-0.6499999999999999
A man is tying a thick rope,A man is cutting a thick rope with a sword,0.040000000000000036
A man is cutting a big rope with a sword,A man is cutting a rope with a sword,-0.8500000000000001
A man is cutting a rope with a sword,A man is tying a thick rope,-0.1499999999999999
A man is cutting a thick rope with a sword,A man is cutting a cord with a sword,-0.75
A man is cutting a thick rope with a sword,There is no man cutting a rope with a sword,-0.30000000000000004
A man is cutting a thick rope with a sword,A man is cutting a rope with a sword,-0.7999999999999998
A man is removing the peel of an onion,A man is peeling an onion,-0.8999999999999999
There is no man peeling an onion,A man is peeling an onion,-0.19999999999999996
A man is walking along a path through a wilderness,A man is walking along a track through a wilderness,-0.7999999999999998
There is no man walking along a path through a wilderness,A man is walking along a path through a wilderness,-0.5499999999999998
A man is walking along a track through a wilderness,A man is peeling an onion,0.95
There is no man walking along a path through a wilderness,A man is peeling an onion,1.0
A man is removing the peel of an onion,A man is walking along a path through a wilderness,0.95
A man is walking along a path through a wilderness,There is no man peeling an onion,0.95
A man is peeling an onion,A man is walking along a path through a wilderness,1.0
A woman is slicing a potato,A woman is cutting a potato,-0.8999999999999999
There is no woman cutting a potato,A woman is cutting a potato,-0.30000000000000004
An onion is being sliced by a woman,A woman is slicing an onion,-0.9500000000000002
There is no woman slicing an onion,A woman is slicing an onion,-0.6499999999999999
A woman is cutting a potato,An onion is being sliced by a woman,-0.10000000000000009
A woman is cutting a potato,There is no woman slicing an onion,0.1499999999999999
A woman is slicing an onion,A woman is slicing a potato,0.050000000000000044
A woman is slicing an onion,There is no woman cutting a potato,0.30000000000000004
A woman is slicing an onion,A woman is cutting a potato,0.1499999999999999
A man is carving a hole in a piece of wood,A man is drilling a hole in a piece of wood,-0.5
A man is drilling a hole in a piece of wood,A man is closing a hole in a piece of wood,-0.3500000000000001
A man is drilling a hole in a piece of wood,A man is drilling a hole with a piece of wood,-0.3999999999999999
Someone is drilling a hole in a strip of wood with a power drill,Someone is making a hole in a strip of wood with a drill,-0.75
Nobody is drilling a hole in a strip of wood with a power drill,Someone is drilling a hole in a strip of wood with a power drill,-0.3999999999999999
A man is drilling a hole in a piece of wood,Someone is making a hole in a strip of wood with a drill,-0.6499999999999999
Nobody is drilling a hole in a strip of wood with a power drill,A man is drilling a hole in a piece of wood,-0.3999999999999999
A man is carving a hole in a piece of wood,Someone is drilling a hole in a strip of wood with a power drill,-0.3999999999999999
Someone is drilling a hole in a strip of wood with a power drill,A man is closing a hole in a piece of wood,0.0
A man is drilling a hole with a piece of wood,Someone is drilling a hole in a strip of wood with a power drill,-0.3500000000000001
Someone is drilling a hole in a strip of wood with a power drill,A man is drilling a hole in a piece of wood,-0.7000000000000002
A woman is not slicing an onion,A woman is slicing an onion,-0.050000000000000044
A woman is slicing garlic,A woman is cutting garlic,-0.9500000000000002
A woman is slicing garlic,A woman is not slicing garlic,-0.25
A woman is cutting garlic,A woman is slicing an onion,0.050000000000000044
A woman is not slicing garlic,A woman is slicing an onion,-0.25
A woman is slicing garlic,A woman is cutting an onion,0.0
A woman is slicing garlic,A woman is not slicing an onion,-0.19999999999999996
A woman is slicing an onion,A woman is slicing garlic,-0.10000000000000009
A man is holding a small animal in one hand,"A man is holding an animal, which is small, in one hand",-0.8999999999999999
A man is holding a small animal in one hand,A man is holding a big animal in one hand,-0.5
A man is showing off a small monkey,A man is exhibiting a small monkey,-0.7999999999999998
A man is hiding a small monkey,A man is showing off a small monkey,-0.23249999999999993
A man is holding a small animal in one hand,A man is exhibiting a small monkey,-0.3325
A man is holding a small animal in one hand,A man is hiding a small monkey,-0.3500000000000001
A man is showing off a small monkey,"A man is holding an animal, which is small, in one hand",-0.6000000000000001
A man is showing off a small monkey,A man is holding a big animal in one hand,0.050000000000000044
A man is holding a small animal in one hand,A man is showing off a small monkey,-0.3500000000000001
A group of boys is playing soccer on the seashore,A group of boys is playing soccer on the beach,-0.8500000000000001
A group of boys is not playing soccer on the beach,A group of boys is playing soccer on the beach,-0.25
A group of men is playing soccer on the beach,A group of men is playing with a ball on the beach,-0.6000000000000001
A group of women is playing with a ball on the beach,A group of men is playing soccer on the beach,-0.050000000000000044
A group of boys is playing soccer on the beach,A group of men is playing with a ball on the beach,-0.3999999999999999
A group of women is playing with a ball on the beach,A group of boys is playing soccer on the beach,-0.1499999999999999
A group of men is playing soccer on the beach,A group of boys is playing soccer on the seashore,-0.5
A group of men is playing soccer on the beach,A group of boys is not playing soccer on the beach,-0.10000000000000009
A group of men is playing soccer on the beach,A group of boys is playing soccer on the beach,-0.7000000000000002
A man is cutting pieces of butter into a mixing bowl,A man is adding pieces of butter to a mixing bowl,-0.6499999999999999
A man is cutting pieces of butter into a mixing bowl,There is no man cutting pieces of butter into a mixing bowl,0.0
Some pieces of butter are being added to the stand mixer,Pieces of butter are being added to the stand mixer,-0.8500000000000001
There is no butter being added to the stand mixer,Pieces of butter are being added to the stand mixer,-0.5
Some pieces of butter are being added to the stand mixer,A man is cutting pieces of butter into a mixing bowl,-0.30000000000000004
A man is cutting pieces of butter into a mixing bowl,There is no butter being added to the stand mixer,-0.5
A man is adding pieces of butter to a mixing bowl,Pieces of butter are being added to the stand mixer,-0.44999999999999996
Pieces of butter are being added to the stand mixer,There is no man cutting pieces of butter into a mixing bowl,-0.19999999999999996
A man is cutting pieces of butter into a mixing bowl,Pieces of butter are being added to the stand mixer,-0.5
A monkey is kicking a person,A person is being kicked by a monkey,-0.9500000000000002
There is no monkey kicking a person,A monkey is kicking a person,-0.6499999999999999
A person is kicking a monkey,A monkey is kicking a person,0.0
A monkey is practicing martial arts,A chimp is practicing martial arts,-0.75
A monkey is practicing martial arts,There is no monkey practicing martial arts,-0.44999999999999996
A chimp is practicing martial arts,A monkey is kicking a person,0.07499999999999996
There is no monkey practicing martial arts,A monkey is kicking a person,-0.25
A person is being kicked by a monkey,A monkey is practicing martial arts,-0.1499999999999999
A monkey is practicing martial arts,There is no monkey kicking a person,0.050000000000000044
A monkey is practicing martial arts,A person is kicking a monkey,0.1499999999999999
A monkey is kicking a person,A monkey is practicing martial arts,-0.10000000000000009
A man is fixing a silencer to a gun,A man is applying a silencer to a gun,-0.7425000000000002
There is no man fixing a silencer to a gun,A man is fixing a silencer to a gun,-0.5
A man is fitting a silencer to a pistol,A man is fitting a silencer to a weapon,-0.7999999999999998
A man is fitting a silencer to a pistol,There is no man fitting a silencer to a pistol,-0.19999999999999996
A man is fixing a silencer to a gun,A man is fitting a silencer to a weapon,-0.8999999999999999
There is no man fitting a silencer to a pistol,A man is fixing a silencer to a gun,-0.30000000000000004
A man is fitting a silencer to a pistol,A man is applying a silencer to a gun,-0.8999999999999999
A man is fitting a silencer to a pistol,There is no man fixing a silencer to a gun,-0.1499999999999999
A man is fitting a silencer to a pistol,A man is fixing a silencer to a gun,-0.8500000000000001
A man on a motorcycle is riding on one wheel,A man on a motorcycle is doing a trick,-0.7000000000000002
A man on a motorcycle is not riding on one wheel,A man on a motorcycle is riding on one wheel,-0.75
A person is performing acrobatics on a motorcycle,A person is performing tricks on a motorcycle,-0.6499999999999999
A person is performing tricks on a motorcycle,A person is not performing tricks on a motorcycle,-0.5499999999999998
A person is performing tricks on a motorcycle,The performer is tricking a person on a motorcycle,0.19999999999999996
A man on a motorcycle is riding on one wheel,A person is performing acrobatics on a motorcycle,-0.5499999999999998
A person is not performing tricks on a motorcycle,A man on a motorcycle is riding on one wheel,-0.3500000000000001
A man on a motorcycle is riding on one wheel,The performer is tricking a person on a motorcycle,0.10000000000000009
A man on a motorcycle is doing a trick,A person is performing tricks on a motorcycle,-0.75
A person is performing tricks on a motorcycle,A man on a motorcycle is not riding on one wheel,-0.30000000000000004
A man on a motorcycle is riding on one wheel,A person is performing tricks on a motorcycle,-0.75
A little girl is playing the violin on a beach,The violin is being played by a little girl on a beach,-0.8999999999999999
A little girl is playing the violin on a beach,There is no girl playing the violin on a beach,-0.44999999999999996
The girl is sitting on the couch and is crocheting,The girl is sitting on the sofa and crocheting,-1.0
The girl is standing on the couch and crocheting,The girl is sitting on the couch and is crocheting,-0.6000000000000001
A little girl is playing the violin on a beach,The girl is sitting on the sofa and crocheting,0.55
A little girl is playing the violin on a beach,The girl is standing on the couch and crocheting,0.75
The violin is being played by a little girl on a beach,The girl is sitting on the couch and is crocheting,0.9
The girl is sitting on the couch and is crocheting,There is no girl playing the violin on a beach,0.8
A little girl is playing the violin on a beach,The girl is sitting on the couch and is crocheting,0.9
A man is dancing in the rain,A person is dancing in the rain,-0.7999999999999998
A man is sitting in the rain,A man is dancing in the rain,-0.1499999999999999
A man is singing into an old microphone,A man is singing into a microphone,-0.75
A woman is singing into a microphone,A man is singing into a microphone,-0.3999999999999999
A man is dancing in the rain,A man is singing into an old microphone,0.55
A man is dancing in the rain,A woman is singing into a microphone,0.95
A person is dancing in the rain,A man is singing into a microphone,1.0
A man is singing into a microphone,A man is sitting in the rain,0.75
A man is singing into a microphone,A man is dancing in the rain,0.95
A man is cooking a snake,A man is roasting a snake,-0.8500000000000001
A man is cooking a snake,There is no man cooking a snake,-0.3500000000000001
The man is dropping sliced cucumbers into cold water,The man is dropping sliced cucumbers into water,-0.7999999999999998
The man is removing sliced cucumbers from water,The man is dropping sliced cucumbers into water,-0.30000000000000004
A man is cooking a snake,The man is dropping sliced cucumbers into cold water,0.8
The man is removing sliced cucumbers from water,A man is cooking a snake,0.95
A man is roasting a snake,The man is dropping sliced cucumbers into water,0.65
The man is dropping sliced cucumbers into water,There is no man cooking a snake,0.65
A man is cooking a snake,The man is dropping sliced cucumbers into water,0.75
A boy is playing guitar,A guitar is being played by a boy,-1.0
There is no boy playing guitar,A boy is playing guitar,-0.3999999999999999
A little boy is playing a guitar,A young boy is playing a guitar,-0.7999999999999998
A little girl is playing a guitar,A little boy is playing a guitar,-0.1499999999999999
A young boy is playing a guitar,A boy is playing guitar,-0.6499999999999999
A boy is playing guitar,A little girl is playing a guitar,-0.3500000000000001
A little boy is playing a guitar,A guitar is being played by a boy,-0.8500000000000001
A little boy is playing a guitar,There is no boy playing guitar,-0.25
A little boy is playing a guitar,A boy is playing guitar,-0.7000000000000002
A soda is being opened and drunk by a woman,A woman is opening a soda and drinking it,-0.8999999999999999
A woman is opening a soda and drinking it,A man is opening a soda and drinking it,-0.3999999999999999
A woman is riding on an elephant,An elephant is being ridden by a woman,-0.9500000000000002
There is no woman riding on an elephant,A woman is riding on an elephant,-0.19999999999999996
An elephant is being ridden by a woman,A woman is opening a soda and drinking it,1.0
There is no woman riding on an elephant,A woman is opening a soda and drinking it,0.85
A woman is riding on an elephant,A soda is being opened and drunk by a woman,1.0
A woman is riding on an elephant,A man is opening a soda and drinking it,0.95
A woman is opening a soda and drinking it,A woman is riding on an elephant,0.7
A boy is playing a guitar,A boy is playing an instrument,-0.7999999999999998
A boy is playing a guitar,A boy is not playing a guitar,-0.30000000000000004
A guitar is being played by a kid,A kid is playing guitar,-1.0
There is no kid playing guitar,A kid is playing guitar,-0.050000000000000044
A boy is playing a guitar,A guitar is being played by a kid,-0.75
There is no kid playing guitar,A boy is playing a guitar,-0.5
A boy is playing an instrument,A kid is playing guitar,-0.5
A boy is not playing a guitar,A kid is playing guitar,-0.30000000000000004
A boy is playing a guitar,A kid is playing guitar,-0.75
A monkey is teasing a dog at the zoo,A dog is being teased by a monkey at the zoo,-0.9500000000000002
There is no monkey teasing a dog at the zoo,A monkey is teasing a dog at the zoo,0.03249999999999997
A dog is teasing a monkey at the zoo,A monkey is teasing a dog at the zoo,-0.25
A dog's tail is being pulled by a monkey,A monkey is pulling a dog's tail,-0.9500000000000002
There is no monkey pulling a dog's tail,A monkey is pulling a dog's tail,-0.19999999999999996
A monkey is pulling a dog's tail,A dog is pulling a monkey's tail,-0.44999999999999996
A monkey is teasing a dog at the zoo,A dog's tail is being pulled by a monkey,-0.6499999999999999
There is no monkey pulling a dog's tail,A monkey is teasing a dog at the zoo,-0.3999999999999999
A dog is pulling a monkey's tail,A monkey is teasing a dog at the zoo,-0.25
A dog is being teased by a monkey at the zoo,A monkey is pulling a dog's tail,-0.6499999999999999
There is no monkey teasing a dog at the zoo,A monkey is pulling a dog's tail,-0.19999999999999996
A dog is teasing a monkey at the zoo,A monkey is pulling a dog's tail,-0.19999999999999996
A monkey is pulling a dog's tail,A monkey is teasing a dog at the zoo,-0.7000000000000002
A person is slicing some ginger,A person is cutting some ginger,-0.9500000000000002
There is no person cutting some ginger,A person is cutting some ginger,-0.3999999999999999
A person is slicing an onion,An onion is being sliced by a person,-1.0
There is no person slicing an onion,A person is slicing an onion,-0.25
A person is cutting some ginger,An onion is being sliced by a person,0.10000000000000009
A person is cutting some ginger,There is no person slicing an onion,0.050000000000000044
A person is slicing an onion,A person is slicing some ginger,0.10000000000000009
There is no person cutting some ginger,A person is slicing an onion,0.44999999999999996
A person is cutting some ginger,A person is slicing an onion,0.0
A man is not cutting a potato,A man is cutting a potato,-0.30000000000000004
A man is slicing a potato into pieces,A man is cutting a potato into pieces,-0.7999999999999998
A man is slicing a potato into pieces,There is no man slicing a potato into pieces,-0.25
A man is cutting a potato into pieces,A man is cutting a potato,-0.8999999999999999
A man is cutting a potato,There is no man slicing a potato into pieces,-0.050000000000000044
A man is slicing a potato,A man is slicing a potato into pieces,-0.9500000000000002
A man is slicing a potato into pieces,A man is not cutting a potato,-0.5
A man is slicing a potato into pieces,A man is cutting a potato,-0.8500000000000001
A girl is filing her nails,A girl is doing a manicure,-0.6000000000000001
There is no girl filing her nails,A girl is filing her nails,-0.25
A girl is styling her hair,A girl is combing her hair,-0.7000000000000002
A girl is styling her hair,A girl is messing up her hair,-0.10000000000000009
A girl is filing her nails,A girl is combing her hair,0.19999999999999996
A girl is messing up her hair,A girl is filing her nails,0.65
A girl is doing a manicure,A girl is styling her hair,0.5
There is no girl filing her nails,A girl is styling her hair,0.44999999999999996
A girl is filing her nails,A girl is styling her hair,0.38250000000000006
A man is opening a box with a knife,A man is using a knife to open a box,-0.9175
A man is opening a box with a knife,There is no man opening a box with a knife,-0.3999999999999999
A guitar is being played by a man,A man is opening a box with a knife,0.75
A man is opening a box with a knife,There is no man playing a guitar,1.0
